source,target,bitwidth,n_iter,t_error_p2pl
source_2025-12-12_13.00.34/04,target_bolt-3_id-9984.pcd,15,50,2.5107001872340535
source_2025-12-12_13.00.34/04,target_bolt-3_id-9984.pcd,16,2,6.4799808947113515
source_2025-12-12_13.00.34/04,target_bolt-3_id-9984.pcd,16,5,4.097104210026923
source_2025-12-12_13.00.34/04,target_bolt-3_id-9984.pcd,16,10,2.973770187793868
source_2025-12-12_13.00.34/04,target_bolt-3_id-9984.pcd,16,20,2.607078321262597
source_2025-12-12_13.00.34/04,target_bolt-3_id-9984.pcd,16,50,2.5157097778927224
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,10,2,19.116348411847206
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,10,5,13.705475222395481
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,10,10,13.051076763361966
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,10,20,13.757305448389381
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,10,50,14.650777522522365
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,11,2,25.46279619610413
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,11,5,15.819433827339486
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,11,10,13.354580819209316
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,11,20,13.215992552187712
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,11,50,13.288066576114728
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,12,2,20.966137612825438
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,12,5,14.027972946798961
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,12,10,12.980259617107011
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,12,20,13.157043867498587
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,12,50,13.117776636304448
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,13,2,20.903960441511472
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,13,5,13.89165177289171
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,13,10,12.972800240899787
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,13,20,13.076138977786727
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,13,50,13.074356801203853
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,14,2,20.357354510836203
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,14,5,13.676835491200196
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,14,10,12.981587756440149
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,14,20,13.058534369210983
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,14,50,13.043701286202863
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,15,2,20.306164538134514
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,15,5,13.505580910408046
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,15,10,12.954295645973536
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,15,20,13.035976189241275
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,15,50,13.038384027047286
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,16,2,20.252474617220955
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,16,5,13.471832438950242
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,16,10,12.951097193923014
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,16,20,13.0392365189503
source_2025-12-12_13.00.34/04,target_bolt-10_id-10544.pcd,16,50,13.048119977464832
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,10,2,22.238326647103722
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,10,5,20.571949178933266
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,10,10,20.36798644429711
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,10,20,19.042041575592787
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,10,50,18.98157677379979
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,11,2,20.473349938605452
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,11,5,20.60324205602461
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,11,10,20.50778629772006
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,11,20,19.365735095997714
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,11,50,19.326029914435704
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,12,2,20.252046711517284
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,12,5,20.609833020463633
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,12,10,20.494318487075056
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,12,20,19.513592118574532
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,12,50,19.52795757121801
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,13,2,20.856681034898354
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,13,5,19.973993536231426
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,13,10,20.28038762462737
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,13,20,19.565874175072498
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,13,50,19.63058201178306
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,14,2,20.62257636405309
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,14,5,20.313432805751038
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,14,10,20.550302116339736
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,14,20,19.59696027503354
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,14,50,19.619250745616696
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,15,2,21.065041952114434
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,15,5,20.036175937533642
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,15,10,20.443687079539362
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,15,20,19.615306476900475
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,15,50,19.60496385909919
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,16,2,20.454722842753785
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,16,5,20.411752667273483
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,16,10,20.342394461878413
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,16,20,19.592628458599055
source_2025-12-12_13.00.34/04,target_bolt-6_id-10233.pcd,16,50,19.589003764373945
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,10,2,20.089371048165507
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,10,5,15.44530054139634
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,10,10,16.219291070067314
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,10,20,17.037927754014664
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,10,50,17.461155045774408
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,11,2,19.283540721794676
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,11,5,15.59563465375146
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,11,10,15.988685136332181
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,11,20,16.26704329786786
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,11,50,16.352361467026967
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,12,2,17.696535281569567
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,12,5,15.17984464147075
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,12,10,15.621916461973525
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,12,20,15.961997885080962
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,12,50,15.859320277275094
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,13,2,19.258353280227954
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,13,5,15.403850126504919
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,13,10,15.726075103657639
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,13,20,15.930674010820939
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,13,50,15.81436626367107
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,14,2,19.92500742597457
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,14,5,15.35168409916235
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,14,10,15.678790773363579
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,14,20,15.854773535482492
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,14,50,15.745920601425667
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,15,2,19.227546008674928
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,15,5,15.403820548173822
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,15,10,15.688485713700324
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,15,20,15.873414589886345
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,15,50,15.792242104561158
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,16,2,19.072249913814478
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,16,5,15.355382386237453
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,16,10,15.675552022634946
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,16,20,15.91223164051541
source_2025-12-12_13.00.34/04,target_bolt-6_id-10199.pcd,16,50,15.805488553858046
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,10,2,8.254778855241238
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,10,5,4.401314433997183
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,10,10,2.6379701000980282
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,10,20,3.880816294013164
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,10,50,3.607003595535837
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,11,2,5.576672155202305
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,11,5,3.679975778197515
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,11,10,2.524104643157188
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,11,20,2.786989144054092
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,11,50,2.690232900496703
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,12,2,9.208847286560248
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,12,5,4.600096903303359
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,12,10,2.5808764889372813
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,12,20,2.4973584779976186
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,12,50,2.513061055405707
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,13,2,5.940840917540809
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,13,5,3.359333421726059
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,13,10,2.4984593927271415
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,13,20,2.454471264564221
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,13,50,2.474052668303552
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,14,2,6.81143558983429
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,14,5,3.8533324810926524
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,14,10,2.5145549366117352
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,14,20,2.4381275511815588
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,14,50,2.45604415667102
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,15,2,5.847771820705104
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,15,5,3.582192650996642
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,15,10,2.4912513427246052
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,15,20,2.4470758053309054
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,15,50,2.4561768549131036
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,16,2,5.259078168609227
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,16,5,3.367894454014823
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,16,10,2.4780228015292503
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,16,20,2.445062146510779
source_2025-12-12_13.00.34/04,target_bolt-3_id-9999.pcd,16,50,2.4448472199168485
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,10,2,9.752741244110238
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,10,5,7.355302367261889
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,10,10,6.107208210677127
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,10,20,5.225844093528108
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,10,50,5.940412338191212
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,11,2,8.450364246606735
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,11,5,6.518852342322293
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,11,10,5.578097328693022
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,11,20,5.163676231848978
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,11,50,4.8766386695796475
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,12,2,8.210000270489807
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,12,5,5.893358663816096
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,12,10,5.309662231389048
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,12,20,5.211471885214076
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,12,50,4.833525448470935
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,13,2,8.205759654895369
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,13,5,6.161714106361981
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,13,10,5.400714978389702
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,13,20,5.252755862437562
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,13,50,4.994326072220241
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,14,2,8.333387052640827
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,14,5,6.369116860021253
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,14,10,5.430676128880329
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,14,20,5.262875466584197
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,14,50,5.141930103464622
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,15,2,7.453514655155385
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,15,5,5.870004155377188
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,15,10,5.354749127166015
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,15,20,5.242502478371594
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,15,50,5.2339889726673
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,16,2,7.943539058341927
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,16,5,5.858435605139232
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,16,10,5.332574607269918
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,16,20,5.243500693488563
source_2025-12-12_13.00.34/18,target_bolt-3_id-9988.pcd,16,50,5.270888064950774
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,10,2,79.84915838260272
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,10,5,78.20267803325062
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,10,10,77.75671297723463
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,10,20,77.46468031321714
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,10,50,77.45455393679421
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,11,2,30.009891643512614
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,11,5,13.92810352459096
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,11,10,13.160001290564358
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,11,20,13.103916140414764
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,11,50,13.175588302622854
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,12,2,27.38068378866723
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,12,5,13.8428692544217
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,12,10,13.255579923921713
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,12,20,13.217692411219055
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,12,50,13.447094121375214
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,13,2,15.287721272747536
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,13,5,13.496448416192788
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,13,10,13.293789570093299
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,13,20,13.268474989455719
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,13,50,13.174102687147814
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,14,2,21.60058554756686
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,14,5,13.628183161639813
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,14,10,13.301236538341184
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,14,20,13.304657565380587
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,14,50,13.262775843350212
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,15,2,14.680751719855994
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,15,5,13.503704537541923
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,15,10,13.342863317283083
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,15,20,13.298116233417945
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,15,50,13.275651815151447
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,16,2,14.726526018643641
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,16,5,13.444802794555399
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,16,10,13.324434491610337
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,16,20,13.291989399411833
source_2025-12-12_13.00.34/18,target_bolt-3_id-9997.pcd,16,50,13.281090143382718
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,10,2,23.851350556487777
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,10,5,14.16822390654424
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,10,10,13.074069104062785
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,10,20,12.415832424774898
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,10,50,13.405927255013744
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,11,2,21.86935997932864
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,11,5,13.553178640688673
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,11,10,12.865693200778761
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,11,20,12.350901472634092
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,11,50,12.455121696235205
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,12,2,17.41105052121249
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,12,5,12.945898529099424
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,12,10,12.810411412902639
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,12,20,12.594853973252002
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,12,50,12.471265936832259
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,13,2,15.918933085002577
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,13,5,12.82789361659083
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,13,10,12.73809611954389
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,13,20,12.64567697713696
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,13,50,12.58630720114538
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,14,2,14.292889398448489
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,14,5,12.797257478814638
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,14,10,12.871748631389947
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,14,20,12.704251813747792
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,14,50,12.617776605089302
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,15,2,13.090513066753562
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,15,5,12.854789653523373
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,15,10,12.780820816004104
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,15,20,12.732460252282745
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,15,50,12.6763454853427
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,16,2,13.116458456866974
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,16,5,12.828694082357682
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,16,10,12.760640282433357
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,16,20,12.735517524426985
source_2025-12-12_13.00.34/18,target_bolt-5_id-10137.pcd,16,50,12.678159655190854
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,10,2,3.6320209965455983
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,10,5,2.4848077790847953
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,10,10,2.8292775546552074
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,10,20,2.8330423103165305
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,10,50,3.7194550380065348
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,11,2,5.840885470671155
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,11,5,2.7241968006428223
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,11,10,1.9383644372284885
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,11,20,2.0862429911906957
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,11,50,2.3029202574510435
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,12,2,5.7235946647323175
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,12,5,3.2687686338127317
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,12,10,2.253238297550827
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,12,20,1.9613658428937724
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,12,50,2.104425984192183
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,13,2,5.3141609736750235
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,13,5,2.539605364093887
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,13,10,1.9592285546107935
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,13,20,1.8899261913463017
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,13,50,1.9416163818760317
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,14,2,5.582679290661739
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,14,5,2.677105720173358
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,14,10,1.989980703828106
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,14,20,1.8943852541115
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,14,50,1.9601270138043028
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,15,2,5.082167616441253
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,15,5,2.3492369296548476
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,15,10,1.91390449824763
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,15,20,2.00320355405304
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,15,50,1.9769630840239436
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,16,2,4.968993549083946
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,16,5,2.3330812314902323
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,16,10,1.9137761390233732
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,16,20,2.0062963323783873
source_2025-12-12_13.00.34/18,target_bolt-3_id-9990.pcd,16,50,1.9919173656523057
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,10,2,14.817518278348743
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,10,5,12.589110962193597
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,10,10,12.430178611181205
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,10,20,12.622202066907452
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,10,50,13.72010704941484
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,11,2,12.827700274145073
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,11,5,11.948606798508713
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,11,10,11.903635729125728
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,11,20,11.861205781389009
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,11,50,12.204145189941718
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,12,2,12.389963528471975
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,12,5,11.559210164051
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,12,10,11.729847117887099
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,12,20,11.901841168058521
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,12,50,11.852399962453847
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,13,2,12.88266387051719
source_2025-12-12_13.00.34/18,target_bolt-5_id-10162.pcd,13,5,11.859011260551183
